Method Name,Flow ID,Flow Name,Category,Subcategory,Unit,Impact Factor
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3274,Phenol,water,,kilogram,1.42e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3272,Phenol,water,ocean,kilogram,4.36e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3273,Phenol,water,surface water,kilogram,1.42e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3270,Phenol,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3271,Phenol,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1893,"Phenol, 2,4-dichloro",air,,kilogram,2.09e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1890,"Phenol, 2,4-dichloro",air,non-urban air or from high stacks,kilogram,1.58e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1891,"Phenol, 2,4-dichloro",air,"low population density, long-term",kilogram,1.58e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",622,"Phenol, 2,4-dichloro",air,urban air close to ground,kilogram,2.59e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1892,"Phenol, 2,4-dichloro",air,lower stratosphere + upper troposphere,kilogram,1.58e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1897,"Phenol, pentachloro-",air,,kilogram,1.82e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1894,"Phenol, pentachloro-",air,non-urban air or from high stacks,kilogram,1.78e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1895,"Phenol, pentachloro-",air,"low population density, long-term",kilogram,1.78e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",623,"Phenol, pentachloro-",air,urban air close to ground,kilogram,1.86e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1896,"Phenol, pentachloro-",air,lower stratosphere + upper troposphere,kilogram,1.78e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3845,"Phenol, pentachloro-",soil,,kilogram,1.59e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4189,"Phenol, pentachloro-",soil,agricultural,kilogram,3.17e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",624,Phorate,soil,agricultural,kilogram,5e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4156,Phosalone,soil,agricultural,kilogram,6.95e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",625,Phosmet,soil,agricultural,kilogram,4.87e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3287,"Phthalate, butyl-benzyl-",water,,kilogram,7.26e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3285,"Phthalate, butyl-benzyl-",water,ocean,kilogram,5.2e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3286,"Phthalate, butyl-benzyl-",water,surface water,kilogram,7.26e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",633,"Phthalate, butyl-benzyl-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3284,"Phthalate, butyl-benzyl-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3291,"Phthalate, dibutyl-",water,,kilogram,1.19e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3289,"Phthalate, dibutyl-",water,ocean,kilogram,1.89e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3290,"Phthalate, dibutyl-",water,surface water,kilogram,1.19e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",634,"Phthalate, dibutyl-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3288,"Phthalate, dibutyl-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3299,"Phthalate, dioctyl-",water,,kilogram,1.16e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3297,"Phthalate, dioctyl-",water,ocean,kilogram,5.03e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3298,"Phthalate, dioctyl-",water,surface water,kilogram,1.16e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",636,"Phthalate, dioctyl-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3296,"Phthalate, dioctyl-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",637,Picloram,soil,agricultural,kilogram,2.79e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",639,Piperonyl butoxide,soil,agricultural,kilogram,1.66e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",640,Pirimicarb,soil,agricultural,kilogram,1.77e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4007,Pirimiphos methyl,soil,agricultural,kilogram,7.18e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",654,Prochloraz,soil,agricultural,kilogram,1.9e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",655,Procymidone,soil,agricultural,kilogram,3.02e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",656,Profenofos,soil,agricultural,kilogram,2.95e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",659,Prometryn,soil,agricultural,kilogram,3.46e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",660,Pronamide,soil,agricultural,kilogram,6.58e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3745,Propachlor,soil,agricultural,kilogram,3.45e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4159,Propamocarb,soil,agricultural,kilogram,1.5e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",664,Propanil,soil,agricultural,kilogram,1.89e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",667,Propargite,soil,agricultural,kilogram,2.64e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4160,Propham,soil,agricultural,kilogram,9.25e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3680,Propiconazole,air,non-urban air or from high stacks,kilogram,1.25e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",669,Propiconazole,soil,agricultural,kilogram,2.07e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3853,Propiconazole,water,surface water,kilogram,1.54e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3964,Propiconazole,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4161,Propineb,soil,agricultural,kilogram,6.79e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1985,Propylene oxide,air,,kilogram,4.09e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1982,Propylene oxide,air,non-urban air or from high stacks,kilogram,1.3e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1983,Propylene oxide,air,"low population density, long-term",kilogram,1.3e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",673,Propylene oxide,air,urban air close to ground,kilogram,6.89e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",1984,Propylene oxide,air,lower stratosphere + upper troposphere,kilogram,1.3e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3353,Propylene oxide,water,,kilogram,3.56e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3351,Propylene oxide,water,ocean,kilogram,8.21e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3352,Propylene oxide,water,surface water,kilogram,3.56e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3349,Propylene oxide,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3350,Propylene oxide,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4165,Pyrazophos,soil,agricultural,kilogram,2.66e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3832,Pyrene,air,,kilogram,2.76e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3867,Pyrene,water,surface water,kilogram,3.32e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4166,Pyrethrine,soil,agricultural,kilogram,2.06e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4167,Pyrethrum,soil,agricultural,kilogram,2.06e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",684,Pyriproxyfen,soil,agricultural,kilogram,2.02e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",691,Quintozene,soil,agricultural,kilogram,1.15e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",692,Quizalofop ethyl ester,soil,agricultural,kilogram,3.99e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",693,Quizalofop-P,soil,agricultural,kilogram,3.99e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3712,Quizalofop-ethyl,air,non-urban air or from high stacks,kilogram,1.54e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4386,Quizalofop-ethyl,soil,agricultural,kilogram,3.99e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4363,Quizalofop-ethyl,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3740,Quizalofop-p-ethyl,soil,agricultural,kilogram,3.99e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3747,Rotenone,soil,agricultural,kilogram,4.29e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3685,Sethoxydim,air,non-urban air or from high stacks,kilogram,8.01e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",716,Sethoxydim,soil,agricultural,kilogram,3.04e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4389,Sethoxydim,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2041,Silver,air,,kilogram,0.0332
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2038,Silver,air,non-urban air or from high stacks,kilogram,0.0338
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2039,Silver,air,"low population density, long-term",kilogram,0.0338
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",721,Silver,air,urban air close to ground,kilogram,0.0327
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2040,Silver,air,lower stratosphere + upper troposphere,kilogram,0.0338
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2383,Silver,soil,,kilogram,0.000245
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2380,Silver,soil,agricultural,kilogram,0.113
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2382,Silver,soil,industrial,kilogram,0.000245
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3417,"Silver, ion",water,,kilogram,0.00047
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3415,"Silver, ion",water,ocean,kilogram,8.8e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3416,"Silver, ion",water,surface water,kilogram,0.00047
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",728,"Silver, ion",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3414,"Silver, ion",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",730,Simazine,soil,agricultural,kilogram,1.63e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2089,Styrene,air,,kilogram,1.02e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2086,Styrene,air,non-urban air or from high stacks,kilogram,3.22e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2087,Styrene,air,"low population density, long-term",kilogram,3.22e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",752,Styrene,air,urban air close to ground,kilogram,2.01e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2088,Styrene,air,lower stratosphere + upper troposphere,kilogram,3.22e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3464,Styrene,water,,kilogram,6.78e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3462,Styrene,water,ocean,kilogram,3.3e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3463,Styrene,water,surface water,kilogram,6.78e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3460,Styrene,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3461,Styrene,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4175,Sulfotep,soil,agricultural,kilogram,6.88e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3848,Tebuconazole,air,non-urban air or from high stacks,kilogram,1e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",772,Tebuconazole,soil,agricultural,kilogram,4.79e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3849,Tebuconazole,water,surface water,kilogram,7.53e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3982,Tebuconazole,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",773,Tebufenozide,soil,agricultural,kilogram,6.65e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",778,Teflubenzuron,soil,agricultural,kilogram,4.63e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3748,Terbacil,soil,agricultural,kilogram,4.12e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",783,Terbufos,soil,agricultural,kilogram,0.000333
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4177,Terbutryn,soil,agricultural,kilogram,6.51e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2133,Thallium,air,,kilogram,0.000542
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2130,Thallium,air,non-urban air or from high stacks,kilogram,0.000526
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2131,Thallium,air,"low population density, long-term",kilogram,0.000526
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",787,Thallium,air,urban air close to ground,kilogram,0.000557
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2132,Thallium,air,lower stratosphere + upper troposphere,kilogram,0.000526
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3519,Thallium,water,,kilogram,0.00163
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3517,Thallium,water,ocean,kilogram,0.000105
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2399,Thallium,soil,,kilogram,0.000815
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2396,Thallium,soil,agricultural,kilogram,0.000817
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3518,Thallium,water,surface water,kilogram,0.00163
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2398,Thallium,soil,industrial,kilogram,0.000815
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3515,Thallium,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3516,Thallium,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4395,Thiabendazole,air,,kilogram,1.63e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4394,Thiabendazole,air,"low population density, long-term",kilogram,1.44e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4178,Thiabendazole,soil,agricultural,kilogram,1.56e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4403,Thiabendazole,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3692,Thifensulfuron,air,non-urban air or from high stacks,kilogram,9.25e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",790,Thifensulfuron-methyl,soil,agricultural,kilogram,1.48e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",791,Thiobencarb,soil,agricultural,kilogram,1.23e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3665,Thiodicarb,air,non-urban air or from high stacks,kilogram,2.81e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3706,Thiodicarb,soil,agricultural,kilogram,1.36e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4411,Thiophanate-methyl,soil,agricultural,kilogram,3.95e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4385,Thiram,air,,kilogram,3.41e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4374,Thiram,air,"low population density, long-term",kilogram,5.29e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",793,Thiram,soil,agricultural,kilogram,8.12e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4397,Thiram,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2165,Toluene,air,,kilogram,5.13e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2162,Toluene,air,non-urban air or from high stacks,kilogram,8.15e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2163,Toluene,air,"low population density, long-term",kilogram,8.15e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",807,Toluene,air,urban air close to ground,kilogram,9.45e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2164,Toluene,air,lower stratosphere + upper troposphere,kilogram,8.15e-09
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3560,Toluene,water,,kilogram,1.64e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3558,Toluene,water,ocean,kilogram,8.23e-10
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3559,Toluene,water,surface water,kilogram,1.64e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3556,Toluene,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3557,Toluene,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2169,"Toluene, 2-chloro",air,,kilogram,2.14e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2166,"Toluene, 2-chloro",air,non-urban air or from high stacks,kilogram,6.07e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2167,"Toluene, 2-chloro",air,"low population density, long-term",kilogram,6.07e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",808,"Toluene, 2-chloro",air,urban air close to ground,kilogram,3.67e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2168,"Toluene, 2-chloro",air,lower stratosphere + upper troposphere,kilogram,6.07e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3565,"Toluene, 2-chloro",water,,kilogram,2.46e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3563,"Toluene, 2-chloro",water,ocean,kilogram,2.29e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3564,"Toluene, 2-chloro",water,surface water,kilogram,2.46e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3561,"Toluene, 2-chloro",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3562,"Toluene, 2-chloro",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",810,Tralomethrin,soil,agricultural,kilogram,3.68e-08
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",931,Triadimenol,soil,agricultural,kilogram,7.37e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4415,Triallate,air,,kilogram,3.35e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4417,Triallate,air,"low population density, long-term",kilogram,2.71e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4412,Triallate,soil,agricultural,kilogram,4.34e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4408,Triallate,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",932,Triasulfuron,soil,agricultural,kilogram,7.57e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",933,Tribenuron,soil,agricultural,kilogram,1.2e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4361,Tribenuron-methyl,air,,kilogram,7.87e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4352,Tribenuron-methyl,air,"low population density, long-term",kilogram,7.33e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",934,Tribenuron-methyl,soil,agricultural,kilogram,1.2e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4387,Tribenuron-methyl,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",935,Tribufos,soil,agricultural,kilogram,5.77e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3569,Tributyltin compounds,water,,kilogram,1.71e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3567,Tributyltin compounds,water,ocean,kilogram,3.01e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3568,Tributyltin compounds,water,surface water,kilogram,1.71e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",936,Tributyltin compounds,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3566,Tributyltin compounds,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",937,Trichlorfon,soil,agricultural,kilogram,1.73e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3687,Trifluralin,air,non-urban air or from high stacks,kilogram,1.02e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",943,Trifluralin,soil,agricultural,kilogram,3.4e-06
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4367,Trifluralin,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",3753,Triforine,soil,agricultural,kilogram,2.73e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",4185,Vamidothion,soil,agricultural,kilogram,1.89e-07
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2205,Vanadium,air,,kilogram,8.75e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2202,Vanadium,air,non-urban air or from high stacks,kilogram,8.5e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",2203,Vanadium,air,"low population density, long-term",kilogram,8.5e-05
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Human toxicity non-cancer')",955,Vanadium,air,urban air close to ground,kilogram,9e-05
